video_url,video_id,video_type,question_id,question_type,task_type,question,clips,answer,count_details
,115,documentary,1377,E,Counting,"In the 9-minute and 40-second surgical scene, what is the maximum number of surgical staff (wearing blue scrubs) visible on screen?","[0:09:40,0:09:44]",3,
,115,documentary,1378,E,Enumeration,Please list all the props the magician arranged on the table during the magic trick from 43 minutes 53 seconds.,"[0:43:53,0:44:05]","Deck of playing cards, multiple colored markers, yellow envelope, blue envelope, white paper, book titled 'Free Will'",
,115,documentary,1379,F,Counting,"In experiments and explanations concerning split-brain, how many times have visual diagrams or animations been used to show the left and right hemispheres of the brain receiving different information?","[0:01:18,0:01:21], [0:15:09,0:15:21], [0:18:17,0:18:32], [0:22:29,0:22:38], [0:23:00,0:23:06]",5,
,115,documentary,1380,F,Enumeration,Please list the characteristics of Phineas Gage's personality and behavior that changed before and after his accident.,"[0:27:11,0:28:00]","Before accident: competent, efficient, reliable foreman -> After accident: fitful, irrelevant, lewd behavior",
,115,documentary,1373,C,Counting,"Throughout the entire video, how many times did the narrator or performer say the word 'unconscious' (including 'unconsciously')?","[0:00:26,0:00:27], [0:02:56,0:02:58], [0:03:39,0:03:41], [0:07:57,0:07:58], [0:09:20,0:09:28], [0:09:49,0:09:50], [0:11:25,0:11:27], [0:12:03,0:12:05], [0:12:37,0:12:39], [0:14:03,0:14:04],  [0:42:17,0:42:18], [0:51:16,0:51:18], [0:51:50,0:51:51]",13,
,115,documentary,1374,C,Enumeration,Please list the technical terms related to brain function and consciousness that were mentioned by the narrators and experts.,"[0:00:27,0:00:29], [0:01:05,0:01:06], [0:05:38,0:05:41], [0:07:04,0:07:06], [0:07:27,0:07:30], [0:08:15,0:08:20], [0:08:47,0:08:49], [0:10:18,0:10:27], [0:12:03,0:12:18], [0:13:07,0:13:10], [0:14:25,0:14:31], [0:14:59,0:15:00], [0:10:44,0:10:45], [0:23:03,0:23:14], [0:26:08,0:26:10], [0:26:55,0:27:00], [0:30:21,0:30:25]","Unconscious brain, Neurons, Prefrontal cortex, Motor cortex, Visual cortex, Consciousness, Brain waves, Oscillations, E.E.G. (Electroencephalogram), Thalamus, Corpus callosum, Hemisphere, Cognitive processing, Motor function, Sensory function, Motor-sensory integration, Memory representation, Insula, Emotion regulation, Decision making, Self-awareness, Anesthesia, Split-brain surgery, Neural communication, Social brain, Interaction, Epigenetics, Trauma, TMS (Transcranial Magnetic Stimulation), MRI (Magnetic Resonance Imaging), Self-monitoring",
https://www.youtube.com/watch?v=oUuur5PwDKw,116,live,1381,A,Counting,How many times did the vocalist throw or swing the microphone stand?,"[0:05:07,0:05:09], [0:06:44,0:06:46], [0:32:50,0:32:52], [0:51:43,0:51:46]",4,
,116,live,1383,B,Counting,How many times did the vocalist point the microphone at the audience to have them sing one or more phrases of the chorus?,"[0:07:24,0:07:28], [0:10:03,0:10:07], [0:18:00,0:18:03], [0:54:03,0:54:07], [0:55:42,0:55:46], [0:59:10,0:59:11], [1:00:03,1:00:07], [1:02:00,1:02:04], [1:02:30,1:02:32], [1:04:14,1:04:16], [1:04:57,1:04:58]",11,
,116,live,1384,B,Enumeration,"Please list the production steps before the live performance began, leading up to the band appearing on stage.","[0:00:07,0:02:20]",Audio montage and black screen → White dots appear and expand on screen → Circular visuals and intro music on screen → Band members appear,
,116,live,1387,D,Counting,How many electric guitars did the main guitarist (Taylor York) use?,"[0:02:54,0:02:56], [0:07:22,0:07:24], [0:19:39,0:19:41], [0:27:31,0:27:34], [0:31:52,0:31:54], [0:49:22,0:49:24]",6,
,116,live,1388,D,Enumeration,Please list all patterns and designs on the clothes worn by the band members.,"[0:02:14,0:02:19]","Plain white t-shirt, Text print, Star pattern, Graphic print, Paisley pattern, Mesh fabric",
,116,live,1389,E,Counting,What was the maximum number of performers simultaneously on stage?,"[0:56:22,0:56:24]",7,
,116,live,1390,E,Enumeration,"Please list the types of percussion instruments set up on stage, excluding the main drum set.","[0:02:58,0:03:00], [0:36:39,0:36:41]","Conga, Bongos, Tambourine, Electronic drum pad, Timbales",
,116,live,1391,F,Counting,How many shots of the entire audience from a drone or crane camera were there during the performance of the first three songs?,"[0:03:08,0:03:11], [0:03:46, 0:03:53], [0:04:45,0:04:48], [0:06:08,0:06:14], [0:06:34,0:06:36], [0:07:56,0:07:58], [0:10:07,0:10:11], [0:10:54,0:11:10], [0:11:30,0:11:34], [0:14:33,0:14:36]",10,
,116,live,1392,F,Enumeration,Please list all song titles where the vocalist moved away from the microphone stand in the center of the stage and sang at the edge of the stage during the latter half of the live performance (after 30 minutes).,"[0:51:10,0:51:25], [0:57:53,0:58:13], [1:02:40,1:02:55]","Figure 8, Ain't It Fun, Still into you",
,116,live,1385,C,Counting,How many songs did the vocalist start performing after announcing the song title?,"[0:40:49,0:40:51]",1,Crystal clear
,116,live,1386,C,Enumeration,"Please list 5 words read aloud after ""and also"" in the opening audio montage, in the order they were heard.","[0:00:33,0:00:53]","evil, careful, healing, not my problem, lovely ones",
https://www.youtube.com/watch?v=ONg4L_leqrQ,117,selfmedia,1393,A,Counting,"How many times does the blogger interact with hotel, restaurant, and water park staff throughout the video?","[0:00:23,0:00:34],
[0:00:59,0:05:01],
[0:06:28,0:06:46],
[0:07:17,0:07:19],
[0:08:29,0:08:36],
[0:09:11,0:09:15],
[0:10:24,0:10:25],
[0:10:32,0:10:45],
[0:24:24,0:25:08],
[0:25:27,0:25:49],
[0:26:19,0:26:24],
[0:26:57,0:27:15],
[0:27:15,0:27:24],
[0:28:32,0:30:34],
[0:32:25,0:32:38],
[0:32:50,0:32:57],
[0:33:56,0:34:06],
[0:35:53,0:37:21],
[0:37:34,0:37:52];
[0:38:25,0:38,26],
[0:39:06,0:41:00],
[0:42:23,0:42:44],
[0:43:51,0:44:17],
[0:45:48,0:45;57],
[0:48:04,0:49:38],
[0:52:41,0:55:14],
[0:55:32,0:55:43],
[0:55:49,0:55:55],
[0:57:04,0:57:05],
[0:57:10,0:57:11],
[0:59:09,0:59:58],",34,
,117,selfmedia,1394,A,Enumeration,List all types of water-related attractions and facilities that appear in the video.,"[0:00:06,0:00:16], [0:22:52,0:23:00], [0:23:44,0:23:46], [0:24:01,0:24:05], [0:25:11,0:26:57], [0:32:24,0:32:47], [0:37:28,0:37:32]","Fire and Water Sculpture, Fountain, Pool Restaurant, Family Pool, Private Beac, Adults-Only Pool, Water Park (Water Slides, Lazy River), Rooftop Infinity Pool, Cabana Plunge Pool, Water Elevator",
,117,selfmedia,1395,B,Counting,"At the Michelin-starred restaurant ""Dinner,"" how many dishes were served from the bread service to the final dessert?","[0:43:09,0:43:22],
[0:43:51,0:44:18],
[0:45:49,0:45:57],
[0:46:16,0:46:18], 
[0:48:04,0:49:39], ",5,
,117,selfmedia,1396,B,Enumeration,"List the steps for checking into the hotel, from arriving at the porte-cochère to receiving the room key, in order.","[0:00:23,0:00:34], [0:00:59,0:02:00], [0:03:16,0:03:26], [0:03:46,0:03:58], [0:06:01,0:06:05]",Arrive at the porte-cochère → Greeted by staff → Hand over car → Proceed to check-in counter → Hand over passport → Offered water → Pay with credit card → Fill out documents → Restaurant tour →  Receive room key,
,117,selfmedia,1399,D,Counting,How many times does the colorful Louis Vuitton object appear on screen in the hotel lobby?,"[0:00:43,0:00:58], [0:22:54,0:22:55], [0:24:02,0:24:04]",3,
,117,selfmedia,1400,D,Enumeration,List all large art pieces and decorative items visually identifiable in the hotel lobby area.,"[0:00:43,0:00:52], [0:37:23,0:37:32]","Colorful Louis Vuitton object, Silver teardrop-like sculpture, Large purple floral arrangement, Hanging glass chandelier-like object, Blue digital art wall, Water elevator with jellyfish tank",
,117,selfmedia,1401,E,Counting,"In the breakfast buffet's seafood section, how many types of processed fish (such as smoked salmon or tataki) are displayed on ice?","[0:09:39,0:09:49]",5,
,117,selfmedia,1402,E,Enumeration,List all visible beverage brands in the mini-bar (refrigerator) of the room where the blogger stayed.,,"Coca-Cola, Sprite, Starbucks, Red Bull, Vita Coco, San Pellegrino, Fever-Tree, Miraval",
,117,selfmedia,1403,F,Counting,How many pools were visited after check-in and during the daytime?,"[0:22:52,0:23:00], [0:24:01,0:24:10]",2,
,117,selfmedia,1404,F,Enumeration,List all names of dining establishments the blogger visited after sunset.,"[0:37:23,0:37:26], [0:52:20,0:52:23]","Dinner by Heston Blumenthal, Gastronomy",
,117,selfmedia,1397,C,Counting,"How many different languages, other than English, did the blogger attempt to speak?","[0:00:25,0:00:28], [0:01:57,0:02:17], [0:04:41,0:04:43], [0:06:29,0:06:30], [0:26:19,0:26:20], [0:27:01,0:27:02]",6,
,117,selfmedia,1398,C,Enumeration,List all nationalities of staff members whose country of origin the blogger asked about during conversations.,"[0:01:17,0:01:18], [0:04:38,0:04:41],  [0:26:20,0:26:23], [0:39:15,0:39:17], [0:53:10,0:53:12]","Colombia, Nepal, Sri Lanka, India, Myanmar",
https://www.youtube.com/watch?v=gsB9nX8FS5I,118,documentary,1405,A,Counting,How many aerial shots of the pyramid complex filmed from above appear in this video?,"[0:00:00,0:00:05], [0:00:54,0:00:56],  [0:07:13,0:07:27], [0:09:17,0:09:23], 
[0:09:30,0:09:31], [0:09:56,0:09:58], [0:16:03,0:16:19], [0:18:27,0:18:31], [0:30:05,0:30:10], [0:33:34,0:33:48], [0:42:08,0:42:18], [0:43:09,0:43:23]",12,
,118,documentary,1406,A,Enumeration,List all the tools used for the land excavation work shown in the video.,"[0:27:43,0:27:45], [0:28:00,0:28:05],
[0:28:44,0:28:51], [0:29:14,0:29:17],
[0:29:32,0:29:34]","dustpan,trowel,Shovel,bucket ,brush,wheelbarrow,pickaxe",
,118,documentary,1407,B,Counting,How many times was the bucket passed during the series of operations from carrying mud out of the tomb to sifting it?,"[0:03:58,0:04:14]",2,
,118,documentary,1408,B,Enumeration,"List the diving procedures that the diver confirmed just before entering the water, in order.","[0:01:41,0:01:48]",Descend to the chute → Hold onto the chute → Take several deep breaths → Wait in place,
,118,documentary,1411,D,Counting,How many people wearing wide-brimmed hats (such as cowboy hats or boonie hats) appear?,"[0:00:14,0:00:15], [0:01:17,0:01:19], [0:01:25,0:01:27], [0:18:57,0:18:58],",4,
,118,documentary,1412,D,Enumeration,List all types of hats worn by the excavation team members.,"[0:00:13,0:00:15], [0:01:17,0:01:19], [0:03:34,0:03:35], [0:18:20,0:18:22], [0:28:50,0:28:52], [0:01:25,0:01:27], [0:29:31,0:29:32]","Cowboy hat, boonie hat, bucket hat, knit cap, baseball cap, fedora, turban",
,118,documentary,1413,E,Counting,What is the maximum number of divers simultaneously diving in the underwater tomb?,"[0:01:54,0:02:06], [0:24:20,0:24:22]",3,
,118,documentary,1414,E,Enumeration,List all modern electronic devices used at the excavation site.,"[0:00:06,0:00:07], [0:01:35,0:01:37], [0:02:57,0:02:59], [0:40:45,0:40:58], [0:42:51,0:42:53], [0:43:05,0:43:07]","Action camera, headlight, underwater flashlight, laptop, drone, smartphone",
,118,documentary,1415,F,Counting,How many scenes are there where an archaeologist explains something to the camera with a pyramid in the background?,"[0:00:13,0:00:16], [0:00:56,0:01:42], [0:02:08,0:02:13], [0:07:08,0:07:12], [0:18:10,0:18:15],  [0:25:30,0:25:38], [0:34:12,0:34:21],
[0:38:15,0:38:21]",8,
,118,documentary,1416,F,Enumeration,List all artifacts discovered by sifting the mud retrieved from the underwater tomb.,"[0:04:57,0:05:15], [0:05:41,0:05:52], [0:36:13,0:36:25], [0:37:52,0:37:58]","Gold, figurine, charcoal, beads, bone fragments, leather products",
,118,documentary,1409,C,Counting,"How many times did the narrator or archaeologists say the word ""pyramid"" (including plural forms)?","[0:00:12,0:00:13], [0:01:03,0:01:04], [0:03:21,0:03:22], [0:07:18,0:07:19], [0:12:22,0:12:23], [0:12:30,0:12:31],   [0:24:05,0:24:06] ",7,
,118,documentary,1410,C,Enumeration,List all countries and regions mentioned in the narration or interviews.,"[0:00:13,0:00:14], [0:00:47,0:00:48], [0:00:57,0:00:58], [0:06:31,0:06:32], [0:06:56,0:06:56], [0:07:01,0:07:02], [0:15:20,0:15:21]","Sahara, Sudan, Egypt, Kush, Mediterranean world",
https://www.youtube.com/watch?v=daF9R6dadH8,119,documentary,1417,A,Counting,How many times do scenes appear where the family gathers around the dining table to eat?,"[0:02:30,0:03:08], [0:13:54,0:14:42], [0:18:07,0:18:24], [0:31:14,0:31:43], [0:38:45,0:39:57]",5,
,119,documentary,1418,A,Enumeration,Please list all types of vehicles that appear in the video.,"[0:00:00,0:00:01], [0:08:58,0:09:00], [0:19:55,0:20:00],  [0:32:52,0:32:54],  [0:23:16,0:23:24], [0:43:33,0:43:35]","van,Tractor,Truck,car,ural motorcycle, Motorcycle,Bicycle,Bus",
,119,documentary,1419,B,Counting,How many times did the father hit the heated metal with a hammer when forging the knife?,"[0:11:05,0:11:20]",18,
,119,documentary,1420,B,Enumeration,Please list the steps Arian takes to get ready from waking up in the morning until going to school.,"[0:01:42,0:03:01],  [0:03:33,0:04:10], [0:04:18,0:04:24]","Waking up → Changing clothes (pants) → Moving to the hallway → Drawing water from a barrel → Pouring water into a basin → Brushing teeth → Breakfast → Changing clothes (uniform, cold-weather gear) → Leaving home",
,119,documentary,1423,D,Counting,How many times does a white van appear in the video?,"[0:00:00,0:00:01], [0:32:23,0:32:25], [0:41:39,0:41:56]",3,
,119,documentary,1424,D,Enumeration,Please list the types of cold-weather gear Arian wears when going to school.,"[0:03:42,0:04:10]","Cold-weather pants, Hooded jacket, Winter jacket, Balaclava, Winter hat, winter gloves",
,119,documentary,1425,E,Counting,What is the maximum number of horses in the fence?,"[0:09:30,0:09:32]",5,
,119,documentary,1426,E,Enumeration,Please list the food items arranged on the table in the first breakfast scene.,"[0:02:47,0:02:56]","Whipped cream, Pancakes",
,119,documentary,1427,F,Counting,How many people are fishing in the river during the summer season?,"[0:36:10,0:36:12]",4,
,119,documentary,1428,F,Enumeration,Please list the outdoor activities the family does during the summer season.,"[0:32:26,0:33:02], [0:33:47,0:34:11], [0:35:32,0:35:42], [0:36:07,0:36:10], [0:38:12,0:38:15], [0:38:24,0:38:50]","Riding a motorcycle, Berry picking, Playing in the river, Fishing, Campfire, Outdoor cooking",
,119,documentary,1421,C,Counting,How many times is a dog's bark heard?,"
[0:09:19,0:09:24],    [0:52:15,0:52:19]",2,
,119,documentary,1422,C,Enumeration,Please list the qualities the father mentioned in the interview that he wants his children to acquire.,"[0:03:08,0:03:33]","Being a good person, Loving to work, Being diligent, Being honest, Being kind",
https://www.youtube.com/watch?v=97Xx6iQmszc,120,live,1429,A,Counting,What is the total number of announced Special Awards?,"[0:17:40,0:17:43], [0:21:36,0:21:38], [0:24:49,0:24:55], [0:27:49,0:27:53], ",4,"Michelin Green Star, Service Award, Sommelier Award, Young Chef Award"
,120,live,1430,A,Enumeration,Please list all the types of special awards (Special Award) that were announced.,"[0:17:40,0:17:43], [0:21:36,0:21:38], [0:24:49,0:24:55], [0:27:49,0:27:53], ","Michelin Green Star, Service Award, Sommelier Award, Young Chef Award",
,120,live,1431,B,Counting,How many items did the winner of the Young Chef Award receive on the stage?,"[0:30:54,0:31:04], [0:32:15,0:32:50]",2,"Young Chef Award, Michelin Star"
,120,live,1432,B,Enumeration,Please list in order the series of actions the chef performed on stage after winning the Young Chef Award.,"[0:31:37,0:32:50]",Taking the stage → Trophy presentation → Donning chef jacket → Michelin Guide presentation → Commemorative photo,
,120,live,1435,D,Counting,How many times has the Michelin Man (Bibendum) appeared on stage?,"[0:17:24,0:17:31]",1,
,120,live,1436,D,Enumeration,Please list all sponsor names displayed on the screen on the stage.,"[0:00:01,0:00:02], [0:29:02,0:29:15]","Michelin, Blancpain",
,120,live,1437,E,Counting,"At the time of the first group photo shoot for the one-star restaurants, how many people were on the stage excluding the Michelin Man?","[0:38:32,0:38:35]",19,"4 female , 15 male"
,120,live,1438,E,Enumeration,Please list all the restaurants that have been awarded a Michelin Green Star.,"[0:18:06,0:18:10], [0:19:18,0:19:20]","Fiz, Seroja",
,120,live,1439,F,Counting,How many restaurants were promoted from one star to two stars at this awards ceremony?,"[0:52:00,0:52:19], [0:55:37,0:55:42], [0:56:29,0:56:31], [0:57:18,0:57:42], [0:58:11,0:58:14], [0:58:57,0:58:59], [0:59:42,0:59:45]",7,"Sushi Sakuta, Saint Pierre, Thevar, Meta, Cloudstreet, Shoukouwa, jaan by Kirk Westaway"
,120,live,1440,F,Enumeration,Please list all Japanese restaurants among the one-star restaurants that were displayed on the screen after the announcement of the Young Chef Award.,"[0:31:05,0:31:06], [0:36:48,0:36:49], [0:40:44,0:40:47], [0:41:04,0:41:06], [0:52:00,0:52:19] ","Omakase @ Stevens, Shushi Ichi, Waku Ghin, Hamamoto, Sushi Sakuta",
,120,live,1433,C,Counting,How many times were languages other than English spoken in the Special Award acceptance speech?,"[0:31:20,0:31:24]",1,
,120,live,1434,C,Enumeration,List all the languages spoken by the Special Award recipient in their speech.,"[0:31:17,0:31:27]","English, Japanese",
https://www.youtube.com/watch?v=zqvPpz1huIw,121,live,1441,A,Counting,How many times did the audience give a standing ovation during the award ceremony?,"[0:11:24,0:11:40]
[0:38:09,0:38:11]",2,
,121,live,1442,A,Enumeration,Please list all types of musical performances presented at the award ceremony.,"[0:10:22,0:10:32], [0:13:22,0:17:10], [0:39:02,0:43:56]","Trumpet fanfare, Soprano solo and string quartet, Shamisen trio and singing",
,121,live,1443,B,Counting,"When the award recipients arrived at the venue, how many black vehicles, excluding security vehicles, made up the motorcade?","[0:01:33,0:02:07]",5,5 black vechicles
,121,live,1444,B,Enumeration,"At the Nobel Peace Prize ceremony, please list in order the series of events that take place after the chairman's introduction of the laureate.","[0:37:41,0:38:48]",Laureate ascends the stage → Presentation of the diploma → Presentation of the medal → Standing ovation by the audience → Laureate displays the diploma and medal → Handshake with the chairman → Photo session → Laureate takes a seat,
,121,live,1447,D,Counting,How many times was a person in a wheelchair clearly shown?,"[0:03:08,0:03:38], [0:10:33,0:11:18] ",2,
,121,live,1448,D,Enumeration,Please list the main colors and patterns of the kimonos worn by the three women who played the shamisen.,"[0:40:06,0:40:48]","Kimono with colorful floral patterns on a red background, Kimono with multicolored leaf and flower patterns on a cream background, Kimono with golden bird and cloud patterns on a navy blue background",
,121,live,1449,E,Counting,How many people were standing in the center of the podium at the moment the Nobel Peace Prize diploma and medal were awarded?,"[0:37:56,0:38:33",4,"Terumi Tanaka,Shigemitsu Tanaka,Toshiyuki Mimaki, The Chairman"
,121,live,1450,E,Enumeration,Please list all the instruments of the string quartet that accompanied the soprano singer.,"[0:13:31,0:13:42]","Violin, Viola, Cello",
,121,live,1451,F,Counting,"During the chairman's speech, how many people wearing glasses were among the audience seated in the front row on the right side, as viewed from the audience seats?","[0:05:20,0:05:41]",5,
,121,live,1452,F,Enumeration,"When the royal family arrived on the red carpet, please list in order the series of actions performed by the woman in the red coat towards the king.","[0:09:55,0:10:08]",Extends right hand for a handshake → Shakes hands → Performs a curtsy (bow) → Points forward with right hand to guide,
,121,live,1445,C,Counting,How many times was the trumpet fanfare played to announce the arrival of guests at the beginning of the ceremony?,"[0:10:22,0:10:32], [0:11:42,0:12:03]",2,
,121,live,1446,C,Enumeration,Please list all nuclear-armed states introduced by the female narrator as guests at the venue.,"[0:05:03,0:05:16]","France, India, Pakistan, United States, United Kingdom",
https://www.youtube.com/watch?v=oF8gZ_AvYN0,122,live,1453,A,Counting,What was the total number of BAFTA Awards presented on stage at this awards ceremony?,"[0:04:26,0:04:55]
[0:07:09,0:07:31], [0:11:55,0:14:00], [0:18:57,0:20:00], [0:26:42,0:26:57], [0:30:46,0:31:04], [0:35:22,0:35:51], [0:43:48,0:44:07], [0:48:35,0:48:52]",9,
,122,live,1454,A,Enumeration,Please list all the movie titles that were featured in the Best Picture Award montage.,"[0:47:13,0:48:33]","The Irishman, Joker, 1917, Parasite, Once Upon a Time... in Hollywood",
,122,live,1455,B,Counting,"How many people did Laura Dern, who won the Best Supporting Actress award, hug and kiss before going on stage?","[0:04:33,0:04:45]",2,
,122,live,1456,B,Enumeration,Please list the sequence of events from the announcement of the Best Picture award to the end of the acceptance speech.,"[0:48:35,0:50:30]",Hugh Grant announces Best Picture → The team of '1917' comes up on stage → Sam Mendes receives the trophy and gives a speech → George MacKay gives a speech → The team leaves the stage,
,122,live,1459,D,Counting,How many times was the BAFTA mask trophy placed on the podium during the awards ceremony?,"[0:04:59,0:05:25], [0:07:21,0:07:25], [0:12:37,0:12:41], [0:19:46,0:19:50], [0:27:04,0:27:08], [0:31:11,0:31:15], [0:35:56,0:36:40], [0:44:16,0:44:20], [0:49:06,0:49:10]",8,
,122,live,1460,D,Enumeration,Please list all the names of film industry figures featured in the 'In Memoriam' segment.,"[0:14:53,0:17:52]","Rutger Hauer, Terry Rawlings, Lawrence G. Paull, Bibi Andersson, John Sargent, Terry Jones, Richard Williams, John Singleton, Peter Fonda, Robert Evans, Stanley AT donen, Robert Forster, Nigel Goldsack, Agnès Varda, Michelle Guish, Nik Powell OBE, Franco Zeffirelli, Valentina Cortese, Buck Henry, Danny Aiello, Anna Karina, Gerry Lewis, Peter Mayhew, Norman Garwood, Sue Lyon, Freddie Jones, Doris Day",
,122,live,1461,E,Counting,What was the maximum number of Best Picture Award winners who were on stage at the same time?,"[0:49:06,0:49:51]",9,
,122,live,1462,E,Enumeration,Please list the people who were displayed on screen as nominees for the Rising Star Award.,"[0:18:53,0:19:17]","Jack Lowden, Awkwafina, Micheal Ward, Kaitlyn Dever, Kelvin Harrison Jr.",
,122,live,1463,F,Counting,"After the announcement of the Director's Award, how many times was Quentin Tarantino shown in the audience?","[0:26:54,0:26:55], [0:44:03,0:44:04], [0:45:26,0:45:27], [0:49:54,0:49:55]",4,
,122,live,1464,F,Enumeration,"Please list the presenters who took the stage to announce the major awards, from after the In Memoriam"" segment concluded until before the announcement of Best Picture.""}","[0:18:21,0:18:23], [0:21:39,0:21:41], [0:29:08,0:29:10], [0:33:23,0:33:25], [0:38:45,0:38:47], [0:41:17,0:41:19]","Daniel Kaluuya, Rebel Wilson, Olivia Colman, Robert De Niro, Prince William, Daisy Ridley, John Boyega",
,122,live,1457,C,Counting,"How many times did host Graham Norton mention the word ""BAFTA"" or ""BAFTAs"" in the opening monologue?","[0:01:01,0:01:03], [0:02:01,0:02:02]",3,
,122,live,1458,C,Enumeration,Please list all the movie titles mentioned by Rebel Wilson when she gave a speech as a presenter for the Director's Award.,"[0:23:19,0:24:55]",Cats,
https://www.youtube.com/watch?v=wC5u-eROB3o,123,tv,1465,A,Counting,How many times do scenes appear in the video where a person is holding an Oscar statue?,"[0:13:54,0:14:03], [0:17:32,0:17:38], [0:18:37,0:18:39], [0:18:47,0:18:49], [0:24:32,0:24:37], [0:25:23,0:25:27], [0:28:44,0:28:47]",7,"Matt Damon and Ben Affleck,Ariana DeBose,Emma Stone,Ben Affleck, Kate Winslet,Danzel Washington"
,123,tv,1466,A,Enumeration,Please list all the actors and actresses holding an Oscar statue in the video.,"[0:13:54,0:14:03], [0:17:32,0:17:38], [0:18:37,0:18:39], [0:24:32,0:24:37], [0:25:23,0:25:27], [0:28:44,0:28:47]","Matt Damon ,Ariana DeBose,Emma Stone,Ben Affleck, Kate Winslet,Danzel Washington",
,123,tv,1467,B,Counting,"In the Academy Awards episode narrated by Ian McKellen, how many times did he interact with Maggie Smith?","[0:00:50,0:01:40], ",3,
,123,tv,1468,B,Enumeration,Please list the events of Saoirse Ronan's first Academy Awards attendance episode in chronological order.,"[0:02:13,0:03:17]",Mother came along → Mother wanted to meet John Travolta → Mother said Saoirse would lose to Tilda Swinton → George Clooney stepped on Mother's dress on the red carpet → Mother urged George Clooney to get off her dress,
,123,tv,1471,D,Counting,How many times was a still photo of a guest (or their character) displayed on the monitor?,"
[0:00:22,0:00:26], [0:00:57,0:00:59], [0:01:54,0:01:57], [0:06:45,0:06:48], [0:07:21,0:07:23], [0:09:14,0:09:22], [0:11:40,0:11:43], [0:11:59,0:12:03], [0:13:54,0:13:57], [0:17:32,0:17:35], [0:18:37,0:18:39], [0:21:39,0:21:40], [0:28:44,0:28:47], [0:30:30,0:30:34]",14,
,123,tv,1472,D,Enumeration,Please list all the people wearing glasses who appear in the video.,"[0:01:57,0:01:59], [0:07:41,0:07:44], [0:09:14,0:09:22]","the man in Saoirse Ronan's photo, Richard Ayoade, the man in Helena Bonham Carter's photo",
,123,tv,1473,E,Counting,What was the maximum number of glasses placed on the red coffee table at the same time?,"[0:19:34,0:19:36], [0:25:53,0:25:55]",4,
,123,tv,1474,E,Enumeration,"When Ian McKellen was talking about the Pounamu stone, please list all the guests sitting on the red sofa.","[0:00:38,0:00:50]","Hugh Jackman, Ian McKellen, Patrick Stewart",
,123,tv,1475,F,Counting,"After 10 minutes into the video, how many female guests were shown in photos receiving an Oscar?","[0:11:40,0:11:43], [0:17:32,0:17:38], [0:18:37,0:18:39],  [0:25:23,0:25:27], ",4,"Lady Gaga,Ariana DeBose,Emma Stone, Kate Winslet"
,123,tv,1476,F,Enumeration,Please list all the guests who talked about their first Oscar nomination episode.,"[0:01:42,0:01:44], [0:13:50,0:13:54],  [0:28:40,0:28:42], [0:30:21,0:30:27]","Saoirse Ronan, Matt Damon, Ben Affleck, Ryan Gosling, Denzel Washington",
,123,tv,1469,C,Counting,"Throughout the video, how many times can audience applause be heard?","[0:00:22,0:00:25], [0:04:29,0:04:33], [0:06:46,0:06:49], [0:17:33,0:17:36], [0:18:36,0:18:38], [0:22:56,0:22:59], [0:28:32,0:28:36]",7,
,123,tv,1470,C,Enumeration,Please list 7 movie titles mentioned by the host or guests.,"[0:00:21,0:00:22], [0:02:22,0:02:24], [0:03:30,0:03:31], [0:07:17,0:07:18], [0:09:13,0:09:14], [0:13:53,0:13:53], [0:17:32,0:17:33], [0:22:52,0:22:55]","The Lord of the Rings, Saturday Night Fever, The Theory of Everything, Black Panther, The King's Speech, West Side Story, Good Will Hunting,",
https://www.youtube.com/watch?v=qm1ZZO5IxU4,124,tv,1477,A,Counting,How many times did the child who finished the performance high-five or shake hands with the host?,"[0:04:53,0:04:53], [0:06:43,0:06:44], [0:17:36,0:17:37], [0:17:45,0:17:46], [0:25:10,0:25:21] 
",5,
,124,tv,1478,A,Enumeration,List all types of vehicle-related performances that appeared in the video.,"
[0:15:05,0:16:00], [0:26:38,0:27:31]","Scooter, Roller skates",
,124,tv,1479,B,Counting,"How many musical titles did the boy, a musical critic from New York, mention in the Times Square scene?","[0:00:21,0:00:34]",3,"The Lion King,Wicked,The Phantom of the Opera"
,124,tv,1480,B,Enumeration,List the series of actions taken by the boy doing the limbo on roller skates until he cleared the obstacle.,"[0:26:40,0:27:23]","The boy ran toward the limbo bar → 
Squat down and spread legs → Move forward on roller skates → Pass under the obstacle → Stand up",
,124,tv,1483,D,Counting,How many types of colors or patterns were there for the pocket square of the host wearing a suit?,"[0:01:01,0:01:02]",2,"light-colored patterned pocket square, gold pocket square with a shiny fold pattern"
,124,tv,1484,D,Enumeration,List all the colors of the cushions placed on the sofa on the stage.,"[0:0:49,0:00:53]","Dark blue, Yellow, Gray",
,124,tv,1485,E,Counting,What was the maximum number of performers on stage during the marching band performance?,"[0:35:07,0:35:09]
",17,
,124,tv,1486,E,Enumeration,List all the props that were on stage during the ballet performance.,"[0:22:56,0:24:33],",tree,
,124,tv,1488,F,Enumeration,List all the performances where the host stood up from his seat or recoiled in surprise.,"[0:10:30,0:10:33], [0:15:06,0:15:18], [0:26:22,0:26:25]","Snake charmer girl's performance, Scooter performance, Roller skates performance",
,124,tv,1481,C,Counting,How many times did the drum major boy blow the whistle to give instructions to the band?,"[0:34:41,0:34:45], ",4,
,124,tv,1482,C,Enumeration,List the names of celebrities mentioned by the rapper boy in his rap.,"[0:05:08,0:05:50]","Eazy-E, Jay-Z, Lil Weezy",
